Source,Description,Category,Sound ID,BE Classification,AroMN,AroSD,ValMN,ValSD,DomMN,DomSD,FearMN,FearSD,HapMN,HapSD,SadMN,SadSD
Expanded,Sci-Fi7,Sound Effect,0194,F,5.36 ,1.59 ,4.09 ,1.31 ,4.59 ,1.68 ,4.77 ,2.07 ,3.14 ,1.70 ,3.23 ,2.27 
Expanded,Sci-Fi mystery3,Sound Effect,0195,U,4.00 ,1.20 ,5.09 ,1.41 ,5.09 ,2.07 ,3.45 ,2.32 ,2.73 ,1.83 ,2.59 ,1.71 
Expanded,Sci-Fi1,Sound Effect,0196,F,5.33 ,1.40 ,4.17 ,1.58 ,4.29 ,2.10 ,5.46 ,2.17 ,3.71 ,2.33 ,2.71 ,2.22 
Expanded,Sci-Fi2,Sound Effect,0197,FH,6.27 ,1.32 ,4.68 ,1.84 ,3.95 ,1.79 ,4.27 ,2.10 ,4.05 ,2.24 ,2.27 ,1.16 
Expanded,Sci-Fi3,Sound Effect,0198,F,5.29 ,1.55 ,3.63 ,1.74 ,4.33 ,2.01 ,5.29 ,2.27 ,3.04 ,2.31 ,2.25 ,1.73 
Expanded,Sci-Fi8,Sound Effect,0199,F,6.23 ,1.51 ,3.00 ,1.11 ,3.18 ,1.84 ,6.14 ,2.46 ,2.14 ,1.32 ,2.91 ,1.97 
Expanded,Valley1,Nature,0200,H,3.38 ,1.53 ,6.50 ,1.25 ,5.29 ,2.33 ,2.08 ,1.38 ,4.29 ,2.26 ,2.21 ,1.74 
Expanded,Valley2,Nature,0201,U,4.40 ,1.98 ,5.92 ,2.06 ,4.72 ,2.32 ,3.36 ,2.58 ,4.00 ,2.24 ,3.04 ,2.13 
Expanded,Sci-Fi9,Sound Effect,0202,F,5.17 ,1.69 ,4.25 ,1.26 ,4.67 ,1.61 ,4.92 ,2.19 ,2.96 ,1.92 ,2.67 ,1.71 
Expanded,Electronic Sound21,Electric sound,0203,F,5.55 ,1.34 ,3.82 ,1.44 ,5.00 ,1.75 ,4.64 ,2.61 ,3.27 ,1.98 ,2.77 ,1.95 
Expanded,ThrillerBGM17,Sound Effect,0204,U,5.08 ,1.67 ,4.42 ,1.10 ,5.46 ,1.93 ,3.21 ,1.77 ,2.58 ,1.72 ,2.25 ,1.73 
Expanded,Electronic Sound22,Electric sound,0205,F,5.86 ,1.64 ,3.36 ,1.84 ,5.27 ,2.03 ,4.68 ,2.38 ,2.82 ,2.02 ,3.32 ,2.17 
Expanded,Sci-Fi11,Sound Effect,0206,F,5.55 ,1.95 ,3.73 ,2.03 ,3.59 ,2.15 ,5.86 ,2.25 ,3.00 ,2.43 ,3.55 ,2.26 
Expanded,Mystery BGM6,Sound Effect,0207,F,5.88 ,1.85 ,4.92 ,1.86 ,3.71 ,1.76 ,5.21 ,2.32 ,3.50 ,2.30 ,3.38 ,2.24 
Expanded,Electronic Sound23,Electric sound,0208,F,6.13 ,1.57 ,3.83 ,1.61 ,4.75 ,1.80 ,4.54 ,2.54 ,3.04 ,2.10 ,1.92 ,1.56 
Expanded,Thriller Suspense Film1,Sound Effect,0209,F,5.83 ,1.83 ,2.29 ,1.63 ,3.96 ,2.73 ,6.92 ,1.93 ,1.42 ,0.72 ,4.83 ,2.41 
Expanded,Cave1,Nature,0211,U,4.54 ,1.74 ,4.58 ,1.25 ,5.50 ,2.04 ,2.96 ,1.94 ,3.33 ,1.79 ,2.33 ,1.76 
Expanded,Suspense Thriller19,Sound Effect,0212,FS,4.82 ,1.71 ,4.50 ,1.26 ,4.59 ,1.76 ,5.27 ,2.27 ,2.36 ,1.40 ,4.14 ,2.36 
Expanded,Ballade5,Music,0213,H,4.86 ,1.32 ,5.59 ,1.10 ,5.36 ,1.81 ,3.55 ,1.79 ,4.59 ,2.30 ,2.91 ,1.72 
Expanded,Documentary6,Sound Effect,0214,FH,4.59 ,1.65 ,4.82 ,1.30 ,4.73 ,1.45 ,3.23 ,1.60 ,3.27 ,2.16 ,1.86 ,1.17 
Expanded,LightMusic25,Music,0215,H,3.18 ,1.33 ,5.95 ,1.36 ,6.00 ,1.88 ,2.68 ,1.62 ,4.00 ,1.98 ,2.14 ,1.25 
Expanded,Siren3,Transport,0217,F,7.42 ,1.67 ,2.54 ,1.67 ,2.46 ,1.72 ,6.42 ,2.28 ,2.29 ,1.68 ,3.21 ,2.36 
Expanded,Cave2,Nature,0219,U,3.59 ,1.59 ,5.14 ,1.36 ,5.68 ,2.23 ,3.45 ,2.20 ,2.77 ,1.90 ,2.55 ,1.68 
Expanded,Eagle,Animals ,0221,F,5.91 ,1.34 ,4.14 ,1.25 ,5.18 ,2.34 ,3.95 ,2.52 ,1.91 ,1.27 ,2.09 ,1.95 
Expanded,Siren4,Transport,0222,U,5.50 ,1.35 ,4.08 ,1.56 ,5.25 ,1.98 ,3.13 ,1.83 ,2.92 ,2.00 ,3.13 ,2.13 
Expanded,Machine Error1,Daily Routine Sound,0224,F,6.27 ,1.32 ,2.50 ,1.41 ,4.18 ,2.02 ,5.32 ,2.12 ,2.36 ,1.92 ,2.77 ,1.85 
Expanded,Machine Error2,Daily Routine Sound,0225,F,7.59 ,1.82 ,2.09 ,0.92 ,3.23 ,2.31 ,6.82 ,2.28 ,1.64 ,1.00 ,3.18 ,2.13 
Expanded,Cat2,Animals ,0226,H,4.88 ,1.69 ,4.96 ,1.93 ,5.28 ,2.62 ,2.68 ,2.12 ,3.72 ,2.07 ,2.76 ,1.90 
Expanded,Clock2,Daily Routine Sound,0227,U,6.05 ,1.81 ,4.77 ,1.77 ,5.00 ,1.85 ,3.82 ,2.32 ,3.64 ,2.52 ,3.14 ,2.34 
Expanded,Helicopter3,Transport,0233,FH,5.77 ,1.23 ,4.59 ,1.18 ,4.77 ,1.95 ,4.00 ,2.09 ,3.45 ,1.79 ,2.18 ,1.71 
Expanded,Cow,Animals ,0234,H,5.71 ,1.46 ,5.17 ,1.52 ,5.13 ,2.11 ,2.50 ,1.74 ,3.96 ,2.24 ,2.33 ,1.90 
Expanded,Crow,Animals ,0235,S,4.64 ,1.47 ,4.68 ,1.36 ,5.68 ,1.81 ,3.23 ,2.16 ,2.95 ,1.79 ,4.73 ,2.27 
Expanded,Symphony1,Music,0237,U,4.92 ,1.82 ,5.80 ,1.61 ,5.12 ,2.03 ,3.56 ,2.33 ,3.96 ,1.84 ,3.12 ,1.99 
Expanded,Door,Daily Routine Sound,0238,F,4.05 ,1.46 ,4.64 ,1.14 ,5.59 ,2.02 ,3.05 ,2.28 ,1.86 ,1.25 ,2.05 ,2.01 
Expanded,Machine2,Daily Routine Sound,0240,F,6.75 ,1.80 ,2.25 ,1.11 ,3.46 ,1.91 ,5.21 ,2.00 ,1.67 ,0.87 ,2.46 ,1.93 
Expanded,Elephant,Animals ,0241,F,6.27 ,1.52 ,3.77 ,1.51 ,4.55 ,2.39 ,4.45 ,2.46 ,2.77 ,1.95 ,1.64 ,1.26 
Expanded,Train2,Transport,0243,F,5.54 ,1.56 ,3.88 ,1.03 ,4.33 ,1.83 ,4.29 ,2.01 ,2.29 ,1.33 ,2.29 ,1.85 
Expanded,Pops2,Music,0244,H,5.68 ,1.49 ,5.82 ,1.14 ,6.18 ,1.68 ,1.91 ,1.41 ,4.68 ,2.36 ,1.86 ,1.36 
Expanded,Gunslinging1,Breaking Sound,0246,F,6.23 ,1.54 ,3.50 ,1.41 ,4.86 ,2.61 ,5.09 ,2.54 ,2.64 ,1.89 ,2.91 ,2.22 
Expanded,Horse,Animals ,0247,H,5.59 ,1.56 ,5.32 ,1.09 ,5.50 ,1.95 ,2.82 ,1.79 ,4.50 ,1.92 ,2.05 ,1.59 
Expanded,LightMusic26,Music,0248,H,4.75 ,1.67 ,6.21 ,1.28 ,5.50 ,1.77 ,2.21 ,1.25 ,3.58 ,2.04 ,2.71 ,1.92 
Expanded,LightMusic27,Music,0249,H,4.96 ,1.85 ,6.29 ,1.16 ,6.04 ,1.99 ,1.92 ,1.50 ,4.75 ,1.80 ,2.21 ,1.79 
Expanded,LightMusic28,Music,0250,H,4.14 ,1.75 ,6.23 ,1.38 ,5.55 ,1.90 ,2.14 ,1.49 ,4.45 ,2.20 ,2.27 ,1.28 
Expanded,VideoGame15,Music,0252,H,5.63 ,1.47 ,5.92 ,1.14 ,5.88 ,1.45 ,2.00 ,1.44 ,4.75 ,1.89 ,1.83 ,0.96 
Expanded,VideoGame16,Music,0253,H,5.46 ,1.61 ,6.83 ,1.43 ,5.79 ,1.96 ,1.67 ,0.92 ,6.04 ,1.78 ,1.92 ,1.35 
Expanded,Goat1,Animals ,0254,FH,5.82 ,1.40 ,3.68 ,1.76 ,4.68 ,2.32 ,4.23 ,2.52 ,3.50 ,2.39 ,2.73 ,1.70 
Expanded,Train3,Transport,0255,H,5.91 ,1.44 ,5.50 ,1.30 ,5.45 ,1.68 ,2.05 ,1.21 ,6.09 ,1.48 ,1.68 ,0.89 
Expanded,Machine3,Daily Routine Sound,0256,FH,6.32 ,1.17 ,4.82 ,1.44 ,4.68 ,1.94 ,4.41 ,2.15 ,4.18 ,2.08 ,2.27 ,1.35 
Expanded,Pops3,Music,0257,H,6.45 ,1.14 ,4.82 ,1.30 ,5.50 ,1.97 ,2.86 ,1.75 ,3.77 ,2.05 ,1.82 ,1.05 
Expanded,Cicada1,Animals ,0258,H,2.96 ,1.43 ,7.17 ,1.27 ,6.29 ,2.26 ,1.79 ,1.32 ,4.75 ,2.31 ,2.63 ,2.26 
Expanded,Working1,Daily Routine Sound,0261,F,6.59 ,1.30 ,3.32 ,1.04 ,4.55 ,1.77 ,4.14 ,2.40 ,1.77 ,0.92 ,2.45 ,1.87 
Expanded,Bell1,Daily Routine Sound,0263,H,6.00 ,2.00 ,6.58 ,1.35 ,5.42 ,1.84 ,2.29 ,1.83 ,5.63 ,2.52 ,2.42 ,1.59 
Expanded,Drum Set1,Music,0264,H,7.25 ,1.15 ,6.00 ,1.22 ,6.17 ,1.52 ,2.46 ,1.74 ,6.25 ,1.85 ,1.50 ,0.78 
Expanded,Fencing1,Breaking Sound,0266,F,5.63 ,1.44 ,4.13 ,1.23 ,5.04 ,2.10 ,4.00 ,2.02 ,2.58 ,1.59 ,2.54 ,2.02 
Expanded,Machine Gun1,Breaking Sound,0267,F,6.32 ,1.04 ,3.18 ,1.30 ,4.00 ,1.75 ,5.55 ,2.20 ,2.50 ,1.63 ,3.45 ,1.90 
Expanded,Wolf,Animals ,0271,F,7.00 ,1.02 ,4.00 ,1.02 ,3.86 ,1.93 ,4.86 ,2.59 ,2.86 ,1.81 ,3.36 ,2.89 
Expanded,Electronic Sound3,Electric sound,0272,F,5.36 ,1.53 ,3.55 ,1.41 ,5.09 ,2.14 ,3.95 ,2.48 ,1.73 ,1.28 ,2.05 ,1.53 
Expanded,Crash2,Breaking Sound,0273,F,6.95 ,1.79 ,2.36 ,1.05 ,3.36 ,1.71 ,6.50 ,2.28 ,1.64 ,1.22 ,4.09 ,2.43 
Expanded,Man laughing,People,0275,U,6.67 ,1.55 ,3.92 ,2.17 ,4.88 ,2.25 ,3.38 ,2.41 ,3.63 ,2.28 ,2.54 ,2.30 
Expanded,WomanScream,People,0276,F,7.05 ,1.21 ,2.36 ,1.18 ,3.14 ,1.46 ,7.14 ,1.91 ,1.50 ,0.74 ,4.64 ,2.19 
Expanded,Wolking,People,0278,FH,5.45 ,1.37 ,4.91 ,1.27 ,5.82 ,1.92 ,3.09 ,2.43 ,2.77 ,1.77 ,1.68 ,1.29 
Expanded,Machine4,Daily Routine Sound,0280,F,5.88 ,1.99 ,2.64 ,1.63 ,3.56 ,2.14 ,5.16 ,2.12 ,2.76 ,2.03 ,2.96 ,1.93 
Expanded,Effectsound1,Sound Effect,0281,U,4.88 ,2.05 ,4.17 ,1.71 ,4.88 ,2.01 ,3.79 ,2.32 ,2.96 ,1.73 ,3.08 ,2.19 
Expanded,Car Engine,Transport,0282,FH,6.05 ,1.33 ,4.45 ,1.99 ,5.82 ,1.82 ,3.32 ,1.89 ,3.73 ,2.39 ,2.18 ,1.44 
Expanded,Braking,Transport,0283,F,6.14 ,1.55 ,3.64 ,1.26 ,4.86 ,2.19 ,4.23 ,2.41 ,2.32 ,1.78 ,2.55 ,2.04 
Expanded,Sportcar1,Transport,0284,FH,6.45 ,1.22 ,4.14 ,1.42 ,4.77 ,2.11 ,4.14 ,2.68 ,3.91 ,2.56 ,1.68 ,1.43 
Expanded,Gunslinging2,Breaking Sound,0285,F,6.77 ,1.15 ,3.05 ,1.40 ,3.27 ,1.70 ,6.45 ,1.97 ,2.23 ,1.82 ,2.73 ,1.45 
Expanded,Policecar,Transport,0286,F,6.41 ,1.26 ,3.36 ,1.53 ,3.50 ,2.02 ,5.64 ,1.73 ,2.41 ,1.65 ,4.14 ,2.12 
Expanded,Train4,Transport,0287,H,5.75 ,1.48 ,5.71 ,1.46 ,5.33 ,2.32 ,1.71 ,1.30 ,4.21 ,2.21 ,1.54 ,0.98 
Expanded,Warcraft4,Transport,0288,FH,5.29 ,1.30 ,4.96 ,1.12 ,4.54 ,1.86 ,3.63 ,2.26 ,3.88 ,2.09 ,1.92 ,1.25 
Expanded,Helicopter4,Transport,0289,U,5.21 ,1.98 ,4.88 ,1.12 ,5.00 ,2.17 ,2.88 ,2.07 ,3.29 ,2.07 ,2.21 ,1.77 
Expanded,Plain1,Transport,0290,H,6.13 ,1.03 ,5.42 ,1.14 ,4.50 ,1.82 ,3.42 ,2.10 ,4.75 ,2.35 ,1.46 ,1.10 
Expanded,Machine Gun2,Breaking Sound,0291,F,7.14 ,1.49 ,2.73 ,0.88 ,3.18 ,1.79 ,6.55 ,1.92 ,1.95 ,1.05 ,3.73 ,2.39 
Expanded,Bomb2,Breaking Sound,0293,F,6.18 ,1.50 ,3.41 ,0.91 ,4.18 ,2.17 ,6.05 ,2.63 ,1.86 ,1.25 ,3.36 ,2.34 
Expanded,Heavy Rain1,Nature,0294,S,3.59 ,1.50 ,5.18 ,1.71 ,5.86 ,2.32 ,2.27 ,1.55 ,2.50 ,1.85 ,3.14 ,2.23 
Expanded,Bomb3,Breaking Sound,0295,F,8.04 ,0.86 ,3.04 ,1.30 ,3.04 ,2.16 ,6.54 ,1.89 ,2.33 ,1.71 ,2.58 ,2.24 
Expanded,Wind2,Nature,0296,F,6.68 ,1.21 ,3.32 ,1.39 ,3.14 ,0.94 ,5.32 ,2.36 ,2.55 ,1.65 ,2.86 ,2.29 
Expanded,Sea Wave1,Nature,0297,H,4.46 ,2.02 ,5.79 ,1.53 ,5.21 ,2.08 ,2.54 ,1.74 ,3.75 ,2.42 ,2.58 ,1.72 
Expanded,Brook2,Nature,0298,H,3.71 ,1.81 ,6.46 ,1.38 ,5.92 ,2.47 ,1.92 ,1.25 ,4.58 ,2.00 ,2.08 ,1.18 
Expanded,MountainStream1,Nature,0299,H,4.73 ,1.67 ,6.59 ,1.40 ,6.00 ,1.77 ,3.00 ,1.90 ,4.95 ,2.17 ,2.95 ,1.76 
Expanded,Motorcycle1,Transport,0300,F,5.82 ,2.02 ,2.55 ,1.34 ,4.27 ,2.64 ,5.14 ,2.51 ,1.73 ,1.12 ,2.27 ,2.12 
Expanded,Ring-pull Can,Daily Routine Sound,0302,H,5.29 ,1.30 ,5.54 ,1.18 ,6.13 ,1.98 ,2.08 ,1.38 ,4.04 ,2.24 ,1.92 ,0.97 
Expanded,Machine Error3,Daily Routine Sound,0303,F,6.36 ,1.29 ,3.82 ,1.53 ,3.77 ,1.72 ,5.45 ,2.02 ,2.82 ,2.06 ,2.50 ,2.09 
Expanded,Machine Error4,Daily Routine Sound,0304,F,7.08 ,1.73 ,2.36 ,1.11 ,3.28 ,2.49 ,6.24 ,2.37 ,2.08 ,1.55 ,3.88 ,2.39 
Expanded,Fantasy3,Sound Effect,0305,F,4.83 ,1.81 ,3.71 ,1.30 ,4.83 ,1.88 ,4.17 ,2.26 ,2.38 ,1.56 ,2.88 ,1.87 
Expanded,Bomb4,Breaking Sound,0306,F,6.91 ,1.48 ,3.91 ,1.34 ,3.41 ,1.22 ,4.91 ,2.29 ,2.68 ,1.81 ,1.82 ,1.10 
Expanded,Plain2,Transport,0308,FH,5.54 ,1.18 ,4.58 ,0.93 ,4.67 ,1.79 ,3.71 ,2.12 ,3.46 ,1.79 ,2.17 ,1.27 
Expanded,Gale3,Daily Routine Sound,0309,H,4.83 ,1.86 ,5.75 ,1.26 ,6.54 ,2.34 ,2.21 ,1.82 ,3.58 ,2.38 ,1.79 ,1.50 
Expanded,Cupboard,Daily Routine Sound,0310,FH,4.18 ,1.33 ,4.95 ,0.79 ,6.09 ,1.74 ,2.91 ,1.87 ,2.59 ,1.47 ,1.91 ,0.97 
Expanded,Downfloor,People,0311,FH,4.83 ,1.71 ,4.63 ,1.24 ,5.63 ,1.93 ,3.83 ,1.99 ,3.29 ,2.01 ,2.00 ,1.44 
Expanded,Thriller Suspense Film2,Sound Effect,0313,F,4.88 ,1.78 ,3.50 ,1.53 ,3.88 ,1.70 ,5.38 ,2.34 ,2.29 ,1.20 ,3.75 ,2.36 
Expanded,Electronic Sound24,Electric sound,0314,FH,4.95 ,1.81 ,5.68 ,1.52 ,4.59 ,1.59 ,3.82 ,1.87 ,4.14 ,2.57 ,2.86 ,2.01 
Expanded,Downtown,Scenarios,0315,FS,6.29 ,1.27 ,4.25 ,1.29 ,5.25 ,2.23 ,4.04 ,2.51 ,2.54 ,1.86 ,3.42 ,2.39 
Expanded,Electronic Sound25,Electric sound,0316,H,5.86 ,1.25 ,4.45 ,1.41 ,6.00 ,1.31 ,3.59 ,2.20 ,4.41 ,2.20 ,2.09 ,1.51 
Expanded,HorrorFilm6,Sound Effect,0317,F,5.68 ,1.57 ,3.72 ,1.31 ,4.08 ,2.14 ,5.24 ,2.01 ,2.72 ,1.90 ,2.88 ,1.94 
Expanded,Zipper1,Daily Routine Sound,0318,U,4.92 ,1.53 ,4.63 ,1.13 ,5.33 ,1.97 ,2.92 ,2.08 ,2.75 ,1.96 ,2.13 ,1.85 
Expanded,Workshop2,Scenarios,0319,F,5.75 ,1.80 ,3.42 ,1.14 ,4.21 ,2.15 ,5.17 ,2.37 ,1.96 ,0.75 ,2.75 ,1.92 
Expanded,phone,Daily Routine Sound,0321,U,6.64 ,1.66 ,3.72 ,1.67 ,6.04 ,2.54 ,3.28 ,2.42 ,2.76 ,1.92 ,2.16 ,1.97 
Expanded,Sportcar2,Transport,0322,FH,6.64 ,1.09 ,4.23 ,1.57 ,5.09 ,1.85 ,3.55 ,2.06 ,3.73 ,2.47 ,1.55 ,0.86 
Expanded,Thunderstorm2,Nature,0323,FS,4.54 ,2.00 ,4.13 ,0.99 ,5.29 ,2.26 ,3.79 ,2.40 ,1.88 ,0.90 ,3.29 ,1.76 
Expanded,Heavy Rain2,Nature,0324,U,4.95 ,1.70 ,4.59 ,1.59 ,4.95 ,2.15 ,3.00 ,1.69 ,3.14 ,1.98 ,3.86 ,2.38 
Expanded,Documentary7,Sound Effect,0325,F,7.23 ,1.38 ,4.32 ,1.43 ,3.64 ,2.24 ,5.32 ,1.86 ,3.36 ,2.38 ,2.18 ,1.56 
Expanded,Airplane3,Transport,0327,FH,6.04 ,1.27 ,4.88 ,1.15 ,4.04 ,1.76 ,3.17 ,2.20 ,3.63 ,2.04 ,1.67 ,1.46 
Expanded,Open the Door5,Daily Routine Sound,0328,F,6.21 ,1.38 ,3.63 ,1.17 ,3.00 ,1.14 ,5.46 ,2.34 ,2.33 ,1.40 ,2.50 ,2.15 
Expanded,Bomb5,Breaking Sound,0329,F,7.38 ,1.47 ,3.79 ,1.35 ,3.25 ,1.67 ,5.83 ,2.06 ,2.08 ,1.21 ,2.92 ,1.89 
Expanded,Bell2,Daily Routine Sound,0331,FH,6.88 ,1.96 ,4.25 ,1.67 ,4.42 ,2.00 ,3.50 ,2.19 ,3.63 ,2.37 ,2.38 ,1.47 
Expanded,Thunder1,Nature,0332,F,7.45 ,1.57 ,3.05 ,2.26 ,3.50 ,2.72 ,6.55 ,2.42 ,1.73 ,1.35 ,3.00 ,2.74 
Expanded,Aeolian Bells1,Daily Routine Sound,0333,H,3.59 ,1.99 ,6.64 ,1.50 ,6.32 ,2.01 ,2.05 ,1.40 ,5.36 ,1.92 ,2.41 ,1.22 
Expanded,Drip water,Nature,0334,U,3.77 ,1.45 ,6.09 ,1.54 ,6.27 ,2.31 ,2.36 ,1.87 ,2.64 ,2.04 ,3.00 ,2.56 
Expanded,Cicada2,Animals ,0335,H,3.79 ,1.96 ,7.04 ,1.65 ,5.29 ,2.60 ,1.92 ,1.41 ,5.29 ,2.18 ,2.96 ,2.29 
Expanded,Cascade,Nature,0336,H,4.05 ,1.73 ,6.05 ,1.17 ,6.73 ,1.55 ,2.00 ,1.48 ,4.00 ,1.93 ,2.18 ,1.76 
Expanded,Sea Wave2,Nature,0337,F,6.77 ,1.90 ,3.14 ,2.05 ,4.55 ,2.89 ,5.27 ,2.98 ,2.55 ,1.90 ,2.86 ,2.29 
Expanded,Whistling2,Daily Routine Sound,0341,U,5.96 ,1.65 ,3.92 ,2.06 ,4.24 ,1.88 ,3.88 ,2.01 ,3.52 ,2.06 ,3.16 ,2.41 
Expanded,Thunderstorm3,Nature,0342,F,4.52 ,1.45 ,4.32 ,1.46 ,4.32 ,2.44 ,5.20 ,2.25 ,2.28 ,1.72 ,2.88 ,1.79 
Expanded,Electronic Sound26,Electric sound,0343,FH,7.82 ,1.14 ,4.05 ,1.33 ,4.14 ,1.73 ,4.09 ,2.11 ,3.45 ,2.09 ,1.86 ,1.17 
Expanded,Effectsound2,Sound Effect,0344,H,5.60 ,1.83 ,6.84 ,1.52 ,6.36 ,1.85 ,1.80 ,1.08 ,5.76 ,2.35 ,1.56 ,0.92 
Expanded,Birds1,Animals ,0346,H,4.67 ,2.22 ,7.38 ,1.13 ,5.75 ,2.33 ,1.63 ,1.01 ,5.46 ,1.61 ,1.92 ,1.32 
Expanded,Thriller Suspense Film3,Sound Effect,0349,F,5.56 ,1.80 ,3.24 ,1.81 ,3.56 ,2.02 ,5.36 ,2.25 ,2.40 ,1.76 ,2.96 ,2.23 
Expanded,BGM12,Music,0350,H,5.41 ,1.87 ,6.68 ,1.46 ,5.77 ,1.41 ,2.55 ,1.53 ,5.59 ,1.74 ,2.68 ,1.78 
Expanded,BGM13,Music,0351,U,4.17 ,1.63 ,6.00 ,1.41 ,5.75 ,1.89 ,2.50 ,1.74 ,3.58 ,2.08 ,3.38 ,2.16 
Expanded,Suspense Thriller5,Sound Effect,0353,U,3.68 ,1.49 ,5.14 ,1.21 ,5.00 ,1.69 ,3.68 ,1.96 ,3.36 ,1.71 ,3.50 ,1.87 
Expanded,Rock1,Music,0354,H,5.73 ,1.32 ,6.41 ,1.22 ,5.14 ,1.73 ,1.82 ,1.01 ,5.95 ,1.36 ,2.23 ,1.11 
Expanded,Scared,People,0355,FS,6.50 ,1.79 ,1.82 ,1.30 ,4.18 ,2.77 ,6.50 ,2.30 ,1.36 ,0.95 ,4.86 ,2.90 
Expanded,Machine Error5,Daily Routine Sound,0356,F,6.86 ,1.08 ,3.32 ,1.36 ,3.50 ,1.85 ,5.95 ,2.15 ,2.05 ,1.40 ,3.09 ,1.82 
Expanded,Electronic Sound27,Electric sound,0360,F,7.92 ,1.10 ,1.92 ,1.21 ,2.46 ,2.04 ,5.83 ,2.26 ,1.42 ,0.50 ,2.42 ,1.67 
Expanded,Alarm2,Daily Routine Sound,0361,U,5.82 ,1.79 ,4.14 ,1.83 ,5.00 ,2.35 ,2.00 ,1.41 ,1.68 ,1.55 ,2.45 ,2.24 
Expanded,Spring2,Daily Routine Sound,0362,F,7.05 ,1.46 ,3.50 ,1.34 ,4.00 ,1.72 ,5.73 ,2.10 ,2.23 ,1.54 ,2.45 ,1.74 
Expanded,MountainStream2,Nature,0363,H,3.21 ,0.98 ,5.67 ,1.61 ,5.38 ,2.10 ,2.63 ,1.91 ,3.83 ,1.97 ,2.71 ,2.22 
Expanded,Ascend the Stairs,People,0367,FH,4.32 ,1.17 ,4.73 ,1.24 ,5.73 ,1.96 ,3.86 ,2.40 ,3.50 ,2.15 ,1.68 ,1.13 
Expanded,Bomb6,Breaking Sound,0369,F,6.84 ,1.40 ,3.40 ,1.66 ,3.04 ,1.86 ,6.12 ,2.20 ,2.40 ,1.96 ,4.12 ,2.35 
Expanded,Machine5,Daily Routine Sound,0370,F,5.18 ,1.18 ,3.64 ,1.22 ,3.77 ,1.51 ,5.00 ,1.95 ,1.59 ,0.91 ,2.50 ,1.65 
Expanded,Wings1,Animals ,0372,F,4.75 ,1.80 ,4.08 ,1.10 ,4.92 ,2.08 ,3.25 ,2.36 ,2.63 ,1.53 ,2.25 ,1.73 
Expanded,Wings2,Animals ,0373,U,5.88 ,1.51 ,4.08 ,1.38 ,4.64 ,2.31 ,3.72 ,2.35 ,3.20 ,1.73 ,2.88 ,2.15 
Expanded,Machine6,Daily Routine Sound,0376,F,4.73 ,1.58 ,3.95 ,1.62 ,5.00 ,1.98 ,3.77 ,2.60 ,2.27 ,1.49 ,1.77 ,1.07 
Expanded,Crash3,Breaking Sound,0377,F,6.83 ,1.52 ,3.46 ,1.38 ,4.00 ,1.89 ,5.13 ,2.13 ,2.00 ,1.38 ,3.33 ,2.53 
Expanded,Signal1,Daily Routine Sound,0378,F,7.18 ,1.37 ,2.05 ,1.46 ,4.27 ,2.49 ,5.45 ,3.10 ,1.32 ,0.89 ,2.36 ,2.22 
Expanded,CarHorn,Transport,0379,F,7.80 ,1.71 ,1.28 ,0.54 ,3.32 ,3.11 ,6.92 ,2.14 ,1.20 ,0.50 ,3.72 ,2.70 
Expanded,Electronic Sound28,Electric sound,0381,FS,5.38 ,1.76 ,3.54 ,1.47 ,4.50 ,2.02 ,4.75 ,2.27 ,2.08 ,1.25 ,3.54 ,2.60 
Expanded,Electronic Sound29,Electric sound,0382,F,6.05 ,1.46 ,2.18 ,1.50 ,3.45 ,1.47 ,6.27 ,1.80 ,2.27 ,1.55 ,3.77 ,1.90 
Expanded,Windbell,Daily Routine Sound,0385,H,5.96 ,1.54 ,4.80 ,1.53 ,5.88 ,2.15 ,3.00 ,1.94 ,4.52 ,2.06 ,2.48 ,2.08 
Expanded,Bike Bells,Daily Routine Sound,0388,F,6.68 ,1.22 ,3.44 ,2.00 ,3.88 ,1.96 ,4.28 ,2.26 ,3.36 ,2.43 ,2.76 ,1.94 
Expanded,Bells1,Daily Routine Sound,0390,U,5.23 ,1.80 ,5.14 ,2.23 ,5.55 ,1.79 ,4.00 ,2.76 ,4.36 ,2.65 ,3.59 ,2.22 
Expanded,Bell3,Daily Routine Sound,0399,FS,4.08 ,1.93 ,4.79 ,0.93 ,6.21 ,1.67 ,3.67 ,2.08 ,2.33 ,1.37 ,4.33 ,2.35 
Expanded,Bells2,Daily Routine Sound,0401,S,4.09 ,1.87 ,5.50 ,1.22 ,6.00 ,1.95 ,2.27 ,1.45 ,2.77 ,1.77 ,3.91 ,2.60 
Expanded,Bells3,Daily Routine Sound,0402,H,5.50 ,1.84 ,5.38 ,1.58 ,6.42 ,1.77 ,2.04 ,1.52 ,4.00 ,2.13 ,1.92 ,1.32 
Expanded,Bells4,Daily Routine Sound,0405,FH,5.36 ,1.73 ,4.91 ,1.66 ,5.59 ,1.94 ,3.41 ,2.40 ,3.86 ,2.25 ,2.68 ,1.91 
Expanded,Bells5,Daily Routine Sound,0407,U,4.82 ,1.56 ,5.50 ,1.30 ,5.68 ,1.59 ,3.86 ,2.53 ,3.86 ,2.42 ,3.45 ,2.42 
Expanded,Bells6,Daily Routine Sound,0409,F,6.13 ,1.75 ,3.75 ,1.70 ,4.46 ,2.21 ,4.33 ,2.35 ,2.33 ,1.43 ,2.96 ,2.35 
