Source,Description,Category,Sound ID,BE Classification,AroMN,AroSD,ValMN,ValSD,DomMN,DomSD,FearMN,FearSD,HapMN,HapSD,SadMN,SadSD
Expanded,Effectsound5,Sound Effect,1035,F,5.21 ,1.38 ,4.29 ,0.95 ,5.08 ,1.91 ,4.17 ,2.18 ,2.58 ,1.41 ,1.67 ,1.05 
Expanded,Suspense Film2,Sound Effect,1037,F,5.27 ,1.45 ,3.86 ,1.17 ,3.86 ,1.39 ,4.23 ,1.54 ,2.23 ,1.19 ,2.36 ,1.50 
Expanded,Water Tap,Daily Routine Sound,1038,H,3.40 ,2.00 ,7.08 ,2.06 ,6.76 ,2.24 ,2.08 ,2.10 ,4.36 ,2.46 ,2.52 ,2.38 
Expanded,Siren6,Transport,1039,F,6.29 ,1.49 ,3.00 ,1.79 ,3.13 ,1.73 ,5.29 ,2.49 ,2.25 ,1.80 ,3.13 ,2.05 
Expanded,ThrillerBGM19,Sound Effect,1040,F,4.36 ,1.62 ,4.68 ,1.39 ,5.18 ,1.79 ,4.05 ,2.26 ,2.73 ,1.64 ,2.73 ,1.86 
Expanded,Gale1,Nature,1041,F,4.83 ,1.61 ,3.88 ,1.39 ,4.50 ,1.67 ,5.17 ,2.35 ,2.54 ,1.56 ,3.67 ,2.50 
Expanded,Gale2,Nature,1042,F,5.72 ,1.46 ,4.36 ,1.47 ,4.32 ,1.68 ,4.20 ,2.25 ,3.16 ,2.19 ,2.64 ,1.82 
Expanded,Wind8,Nature,1044,FS,5.00 ,1.62 ,4.13 ,1.33 ,4.67 ,1.99 ,3.83 ,2.04 ,2.13 ,1.68 ,3.08 ,2.02 
Expanded,Wind9,Nature,1045,F,4.50 ,1.62 ,4.38 ,1.53 ,4.88 ,2.09 ,4.54 ,2.32 ,2.17 ,1.49 ,3.33 ,2.20 
Expanded,Machine13,Daily Routine Sound,1047,F,6.40 ,1.32 ,3.32 ,1.80 ,3.00 ,1.78 ,5.64 ,2.14 ,2.96 ,1.62 ,3.36 ,2.23 
Expanded,Machine Error8,Daily Routine Sound,1048,F,6.44 ,1.71 ,3.48 ,1.76 ,3.88 ,2.28 ,5.32 ,2.19 ,3.24 ,2.03 ,2.20 ,1.58 
Expanded,Scotch Tape,Daily Routine Sound,1050,F,4.41 ,1.50 ,4.18 ,1.53 ,5.27 ,2.07 ,3.27 ,1.88 ,2.50 ,1.65 ,2.09 ,1.60 
Expanded,Zipper2,Daily Routine Sound,1052,U,5.14 ,1.52 ,3.95 ,1.50 ,6.05 ,1.94 ,2.73 ,1.64 ,2.64 ,1.68 ,2.09 ,1.27 
Expanded,Shooting20,Breaking Sound,1058,F,7.58 ,1.74 ,3.25 ,1.51 ,3.08 ,1.91 ,6.21 ,2.13 ,2.54 ,1.61 ,2.63 ,1.64 
Expanded,Machine Error9,Daily Routine Sound,1059,F,6.73 ,1.52 ,2.68 ,1.09 ,3.59 ,1.71 ,6.05 ,1.96 ,2.36 ,1.53 ,2.86 ,1.93 
Expanded,Doorbell4,Daily Routine Sound,1061,F,5.55 ,2.04 ,3.73 ,1.78 ,4.86 ,2.14 ,4.73 ,2.81 ,3.09 ,2.00 ,3.00 ,1.93 
Expanded,Siren7,Transport,1063,F,5.95 ,1.59 ,2.32 ,1.29 ,3.45 ,1.53 ,5.41 ,2.02 ,2.36 ,1.71 ,2.82 ,1.84 
Expanded,Kettle,Daily Routine Sound,1064,F,4.96 ,1.30 ,3.67 ,0.96 ,4.96 ,1.52 ,4.00 ,2.02 ,2.08 ,1.21 ,2.46 ,1.79 
Expanded,Sea Wave7,Nature,1066,F,6.64 ,1.33 ,3.36 ,1.71 ,3.82 ,1.68 ,5.77 ,1.88 ,2.36 ,1.73 ,3.91 ,2.27 
Expanded,Twisting,Daily Routine Sound,1072,U,3.79 ,1.74 ,4.50 ,1.56 ,5.83 ,1.69 ,2.96 ,2.26 ,2.33 ,1.55 ,1.83 ,1.55 
Expanded,Jazz1,Music,1073,H,6.77 ,1.63 ,7.95 ,1.46 ,6.27 ,2.03 ,1.27 ,0.46 ,7.50 ,1.90 ,1.59 ,1.14 
Expanded,Piano3,Music,1074,H,5.00 ,2.41 ,7.86 ,0.99 ,5.32 ,2.15 ,1.36 ,0.58 ,5.95 ,1.84 ,2.59 ,1.59 
Expanded,Piano4,Music,1074_b,H,3.45 ,1.71 ,8.05 ,1.43 ,6.14 ,1.86 ,1.36 ,0.73 ,5.00 ,2.51 ,3.55 ,2.39 
Expanded,Guitar2,Music,1075,H,6.41 ,1.71 ,7.36 ,1.33 ,6.55 ,1.71 ,1.50 ,0.80 ,5.55 ,2.40 ,2.68 ,2.21 
Expanded,Country Music1,Music,1076,H,7.92 ,1.35 ,7.63 ,2.04 ,5.83 ,2.22 ,1.33 ,0.76 ,7.67 ,1.83 ,1.29 ,0.55 
Expanded,Country Music2,Music,1077,H,6.59 ,1.33 ,7.68 ,1.17 ,6.45 ,1.37 ,1.32 ,0.78 ,6.82 ,1.87 ,1.73 ,1.32 
Expanded,Country Music3,Music,1077_b,H,6.38 ,1.79 ,7.67 ,1.27 ,5.38 ,2.00 ,1.38 ,0.65 ,7.29 ,1.55 ,1.42 ,1.06 
Expanded,Country Music4,Music,1078,H,8.21 ,1.28 ,7.00 ,1.69 ,5.29 ,2.18 ,2.21 ,1.47 ,7.46 ,1.59 ,1.54 ,0.66 
Expanded,Pops5,Music,1079,H,7.05 ,1.65 ,6.68 ,1.70 ,5.82 ,2.06 ,2.18 ,1.47 ,6.68 ,1.70 ,1.82 ,0.85 
Expanded,Pops6,Music,1079_b,H,7.63 ,1.10 ,7.17 ,1.40 ,5.08 ,2.21 ,1.54 ,0.88 ,7.04 ,1.49 ,1.29 ,0.62 
Expanded,Pops7,Music,1080,H,6.59 ,1.68 ,7.86 ,1.04 ,5.73 ,1.78 ,1.36 ,0.90 ,7.55 ,1.22 ,1.68 ,0.78 
Expanded,Pops8,Music,1081,H,7.50 ,1.10 ,6.18 ,1.56 ,5.59 ,1.44 ,2.00 ,1.41 ,6.36 ,1.79 ,1.50 ,0.80 
Expanded,Pops9,Music,1081_b,H,7.96 ,0.95 ,6.63 ,1.31 ,4.83 ,2.20 ,2.33 ,1.46 ,6.96 ,1.65 ,1.42 ,0.93 
Expanded,Pops10,Music,1082,H,7.77 ,0.97 ,7.36 ,1.09 ,5.91 ,1.87 ,1.91 ,1.63 ,7.68 ,1.09 ,1.36 ,0.66 
Expanded,Pops11,Music,1083,H,6.09 ,1.63 ,7.00 ,1.20 ,5.95 ,1.62 ,1.41 ,0.67 ,5.64 ,2.22 ,1.86 ,1.08 
Expanded,Country Music5,Music,1084,H,6.27 ,1.58 ,6.95 ,0.95 ,5.82 ,1.65 ,1.55 ,0.80 ,6.05 ,2.24 ,1.95 ,1.53 
Expanded,Country Music6,Music,1084_b,H,6.41 ,1.22 ,7.41 ,1.10 ,6.00 ,1.80 ,1.36 ,0.58 ,6.41 ,2.11 ,1.64 ,0.85 
Expanded,Country Music7,Music,1085,H,7.77 ,1.02 ,8.09 ,1.19 ,6.50 ,1.82 ,1.32 ,0.65 ,8.00 ,1.51 ,1.18 ,0.39 
Expanded,Country Music8,Music,1086,H,7.20 ,1.35 ,7.04 ,1.72 ,5.92 ,1.91 ,2.08 ,1.63 ,6.60 ,2.12 ,1.60 ,1.00 
Expanded,Country Music9,Music,1087,H,6.56 ,1.69 ,6.60 ,1.38 ,5.36 ,2.33 ,2.64 ,1.55 ,5.88 ,2.37 ,1.92 ,1.58 
Expanded,LightMusic1,Music,1088,H,5.18 ,1.76 ,6.41 ,1.47 ,4.36 ,2.04 ,2.82 ,1.47 ,4.91 ,2.00 ,3.00 ,1.69 
Expanded,Pops12,Music,1089,H,5.64 ,1.14 ,6.86 ,1.58 ,6.55 ,1.68 ,1.77 ,0.97 ,6.23 ,2.07 ,1.91 ,1.63 
Expanded,Rap,Music,1090,H,6.73 ,1.08 ,5.45 ,1.63 ,5.14 ,1.86 ,3.14 ,2.32 ,5.41 ,1.92 ,2.18 ,1.30 
Expanded,FunkMusic1,Music,1091,H,6.50 ,1.74 ,5.13 ,1.96 ,4.58 ,1.95 ,2.83 ,1.99 ,5.13 ,2.44 ,2.13 ,1.39 
Expanded,Country Music10,Music,1092,U,6.58 ,1.64 ,5.33 ,1.74 ,4.38 ,1.56 ,3.33 ,2.14 ,3.79 ,2.28 ,3.88 ,2.25 
Expanded,Rock Jazz,Music,1093,F,6.00 ,1.38 ,4.91 ,1.48 ,4.18 ,1.82 ,4.95 ,1.79 ,3.45 ,2.26 ,3.82 ,1.82 
Expanded,Country Music11,Music,1094,HF,6.68 ,1.17 ,4.05 ,2.26 ,4.36 ,1.97 ,3.82 ,2.50 ,4.73 ,2.05 ,2.64 ,2.08 
Expanded,Country Music12,Music,1095,H,6.96 ,1.20 ,6.17 ,1.90 ,5.17 ,1.55 ,2.50 ,2.11 ,6.21 ,2.02 ,1.67 ,1.74 
Expanded,Pops13,Music,1097,H,7.41 ,1.22 ,5.59 ,1.74 ,4.64 ,1.79 ,4.00 ,2.20 ,5.36 ,2.24 ,1.68 ,0.89 
Expanded,Pops14,Music,1098,H,6.83 ,1.66 ,5.38 ,1.28 ,4.96 ,1.76 ,3.08 ,2.26 ,5.25 ,2.07 ,2.42 ,1.67 
Expanded,Pops15,Music,1099,H,7.77 ,1.31 ,6.59 ,1.84 ,4.32 ,1.91 ,2.73 ,1.70 ,6.59 ,1.99 ,1.45 ,0.74 
Expanded,Pops16,Music,1099_b,FH,6.80 ,1.53 ,4.64 ,2.16 ,4.40 ,2.43 ,4.80 ,2.50 ,4.28 ,2.17 ,3.20 ,1.66 
Expanded,Heavy Metal1,Music,1100,H,7.91 ,1.19 ,6.59 ,2.04 ,5.18 ,1.94 ,2.32 ,1.32 ,6.64 ,1.84 ,1.27 ,0.55 
Expanded,Country Music13,Music,1102,FH,7.00 ,1.44 ,4.75 ,2.66 ,4.04 ,2.31 ,4.13 ,2.40 ,4.58 ,2.93 ,1.96 ,1.63 
Expanded,Country Music14,Music,1102_b,H,7.14 ,1.58 ,5.91 ,1.66 ,4.50 ,1.79 ,3.05 ,2.06 ,5.91 ,1.95 ,1.91 ,0.92 
Expanded,Country Music15,Music,1103,H,7.04 ,1.40 ,4.64 ,2.33 ,4.44 ,1.61 ,4.04 ,2.73 ,5.72 ,2.69 ,2.00 ,1.29 
Expanded,Heavy Metal2,Music,1104,H,6.63 ,1.41 ,5.13 ,1.94 ,4.71 ,1.76 ,3.25 ,2.44 ,4.63 ,2.60 ,1.58 ,1.28 
Expanded,Heavy Metal3,Music,1105,F,5.79 ,1.56 ,4.08 ,1.47 ,4.46 ,1.77 ,4.21 ,2.21 ,3.17 ,1.99 ,2.08 ,1.72 
Expanded,Mystery BGM8,Sound Effect,1106,F,4.64 ,1.81 ,4.86 ,1.70 ,3.86 ,1.70 ,4.45 ,2.36 ,4.23 ,2.20 ,3.09 ,1.95 
Expanded,Heavy Metal4,Music,1108,H,6.23 ,1.15 ,4.64 ,1.00 ,4.68 ,1.46 ,3.64 ,1.99 ,4.32 ,2.06 ,2.23 ,1.41 
Expanded,Symphony2,Music,1109,H,7.68 ,1.11 ,7.80 ,1.15 ,5.60 ,2.06 ,1.72 ,0.94 ,7.36 ,1.47 ,1.52 ,0.82 
Expanded,Orchestral Music1,Music,1110,H,6.64 ,1.56 ,7.00 ,1.11 ,4.23 ,1.77 ,2.73 ,1.80 ,6.00 ,1.80 ,2.95 ,1.84 
Expanded,Symphony3,Music,1111,H,5.64 ,2.38 ,7.40 ,1.76 ,5.44 ,2.33 ,1.80 ,1.41 ,5.40 ,2.00 ,2.32 ,1.75 
Expanded,Orchestral Music2,Music,1112,H,3.09 ,1.44 ,7.59 ,1.14 ,6.32 ,2.15 ,1.45 ,0.74 ,6.05 ,2.10 ,2.73 ,1.96 
Expanded,Orchestral Music3,Music,1112_b,H,4.86 ,2.25 ,7.50 ,1.19 ,6.14 ,1.55 ,1.45 ,1.14 ,6.14 ,1.70 ,2.86 ,1.98 
Expanded,Orchestral Music4,Music,1113,H,5.95 ,1.70 ,7.32 ,1.29 ,5.59 ,2.02 ,1.82 ,1.18 ,6.05 ,2.03 ,3.14 ,1.88 
Expanded,Martial Music1,Music,1114,H,7.92 ,1.21 ,7.75 ,1.15 ,6.21 ,1.98 ,1.88 ,1.36 ,7.79 ,1.72 ,1.54 ,0.78 
Expanded,Symphony4,Music,1115,H,7.18 ,1.37 ,6.64 ,1.56 ,6.14 ,2.17 ,2.32 ,1.46 ,6.27 ,2.51 ,1.86 ,1.17 
Expanded,Symphony5,Music,1115_b,H,7.00 ,1.63 ,7.32 ,1.28 ,5.44 ,2.02 ,2.16 ,1.49 ,6.60 ,1.94 ,1.88 ,1.42 
Expanded,Martial Music2,Music,1116,U,5.46 ,1.72 ,4.46 ,1.35 ,5.42 ,2.02 ,3.96 ,1.90 ,3.13 ,1.92 ,3.25 ,1.51 
Expanded,Symphony6,Music,1117,HS,4.71 ,2.24 ,7.38 ,1.44 ,5.21 ,2.04 ,1.88 ,1.08 ,4.33 ,2.32 ,4.29 ,2.31 
Expanded,Orchestral Music5,Music,1118,H,4.64 ,1.94 ,7.09 ,1.44 ,5.27 ,2.14 ,1.82 ,1.10 ,6.00 ,1.90 ,2.05 ,1.40 
Expanded,Orchestral Music6,Music,1119,HS,4.75 ,1.80 ,5.79 ,1.59 ,5.29 ,1.78 ,2.25 ,1.07 ,3.96 ,2.42 ,3.50 ,2.02 
Expanded,Orchestral Music7,Music,1119_b,H,5.52 ,1.96 ,5.40 ,2.16 ,5.88 ,2.15 ,3.32 ,2.48 ,4.84 ,2.56 ,3.24 ,2.15 
Expanded,Martial Music3,Music,1120,FH,6.55 ,1.50 ,5.23 ,1.93 ,4.86 ,2.10 ,4.00 ,2.43 ,4.59 ,2.50 ,1.91 ,1.02 
Expanded,LightMusic2,Music,1121,H,3.13 ,1.36 ,7.17 ,1.24 ,5.63 ,2.08 ,2.17 ,1.66 ,3.83 ,2.12 ,3.04 ,1.94 
Expanded,LightMusic3,Music,1122,H,2.23 ,1.72 ,7.50 ,1.54 ,6.05 ,2.66 ,1.59 ,0.85 ,5.59 ,2.26 ,3.27 ,2.33 
Expanded,LightMusic4,Music,1122_b,H,2.68 ,1.32 ,6.77 ,1.57 ,6.55 ,1.97 ,1.41 ,0.59 ,4.05 ,2.01 ,2.09 ,1.48 
Expanded,LightMusic5,Music,1123,H,2.77 ,1.72 ,7.82 ,0.91 ,6.64 ,1.84 ,1.59 ,0.85 ,5.23 ,2.18 ,2.18 ,1.33 
Expanded,LightMusic6,Music,1124,H,3.45 ,1.77 ,7.14 ,1.04 ,6.91 ,1.41 ,1.64 ,0.90 ,5.09 ,2.09 ,2.73 ,2.00 
Expanded,LightMusic7,Music,1125,HS,3.45 ,1.90 ,7.27 ,1.32 ,5.68 ,2.12 ,2.41 ,1.56 ,4.09 ,1.93 ,3.73 ,2.25 
Expanded,LightMusic8,Music,1126,H,2.36 ,1.29 ,7.00 ,1.57 ,5.73 ,2.37 ,1.68 ,0.84 ,5.00 ,1.85 ,2.95 ,1.76 
Expanded,LightMusic9,Music,1127,H,3.32 ,1.59 ,5.64 ,1.50 ,5.64 ,2.06 ,2.36 ,1.76 ,4.14 ,2.03 ,3.27 ,1.83 
Expanded,LightMusic10,Music,1128,U,2.75 ,1.54 ,6.33 ,1.79 ,6.08 ,1.89 ,2.54 ,1.74 ,3.33 ,2.18 ,3.17 ,2.08 
Expanded,LightMusic11,Music,1128_b,U,3.60 ,1.71 ,5.84 ,1.82 ,5.72 ,2.01 ,3.76 ,2.31 ,3.12 ,1.92 ,3.80 ,2.27 
Expanded,Orchestral Music8,Music,1129,H,3.05 ,1.21 ,6.95 ,1.40 ,5.86 ,2.05 ,2.18 ,1.68 ,4.05 ,2.28 ,2.91 ,2.33 
Expanded,BGM14,Music,1130,U,3.13 ,1.62 ,5.96 ,1.04 ,5.17 ,1.99 ,2.83 ,1.79 ,3.38 ,2.16 ,3.54 ,2.55 
Expanded,BGM15,Music,1131,U,3.08 ,1.63 ,6.44 ,2.02 ,5.60 ,1.89 ,2.68 ,2.21 ,3.44 ,1.66 ,2.92 ,2.23 
Expanded,BGM16,Music,1132,H,3.05 ,1.73 ,6.73 ,1.24 ,5.64 ,2.08 ,2.27 ,1.55 ,4.00 ,2.14 ,2.45 ,1.60 
Expanded,LightMusic12,Music,1133,H,1.91 ,1.06 ,7.41 ,1.26 ,6.59 ,1.99 ,1.59 ,1.01 ,5.14 ,2.25 ,2.14 ,1.28 
Expanded,LightMusic13,Music,1134,H,3.95 ,2.15 ,7.14 ,1.04 ,5.82 ,2.11 ,1.50 ,0.86 ,5.82 ,2.26 ,2.18 ,1.26 
Expanded,LightMusic14,Music,1135,H,2.75 ,1.42 ,7.58 ,1.14 ,5.79 ,2.11 ,1.42 ,0.65 ,4.29 ,1.83 ,2.79 ,2.08 
Expanded,Ethnic Music1,Music,1136,U,4.50 ,1.97 ,6.18 ,1.37 ,4.59 ,1.74 ,3.23 ,2.20 ,3.77 ,2.20 ,3.09 ,2.04 
Expanded,Ethnic Music2,Music,1137,U,2.83 ,1.79 ,5.83 ,1.66 ,5.71 ,2.03 ,2.42 ,1.38 ,2.88 ,1.48 ,2.88 ,1.57 
Expanded,Suspense Film3,Sound Effect,1138,U,3.41 ,1.74 ,6.14 ,1.73 ,5.32 ,2.01 ,3.23 ,1.90 ,3.82 ,1.89 ,3.32 ,1.96 
Expanded,Suspense Film4,Sound Effect,1138_b,FH,2.96 ,1.20 ,6.04 ,1.49 ,4.96 ,2.16 ,3.04 ,2.27 ,3.58 ,2.10 ,2.88 ,2.36 
Expanded,TragedyBGM4,Sound Effect,1139,U,3.24 ,1.64 ,6.04 ,2.23 ,5.52 ,1.85 ,3.16 ,2.43 ,3.04 ,1.95 ,3.76 ,2.47 
Expanded,Suspense Film5,Sound Effect,1140,FS,4.58 ,1.35 ,4.83 ,1.46 ,4.46 ,2.08 ,4.33 ,2.46 ,2.88 ,1.68 ,3.75 ,1.94 
Expanded,Drama1,Sound Effect,1141,U,4.25 ,1.65 ,5.29 ,1.08 ,4.96 ,2.12 ,3.38 ,2.14 ,2.88 ,1.87 ,3.67 ,1.76 
Expanded,Drama2,Sound Effect,1141_b,F,5.17 ,1.79 ,4.58 ,1.50 ,4.79 ,2.25 ,4.83 ,2.12 ,3.54 ,2.25 ,2.83 ,2.18 
Expanded,Documentary8,Sound Effect,1142,H,4.77 ,2.00 ,5.73 ,1.20 ,5.18 ,1.59 ,2.41 ,1.37 ,3.77 ,2.14 ,2.27 ,1.20 
Expanded,Symphony7,Music,1143,H,4.17 ,1.69 ,7.25 ,1.75 ,5.42 ,2.12 ,1.75 ,1.22 ,6.54 ,1.41 ,1.71 ,1.08 
Expanded,LightMusic15,Music,1144,H,4.82 ,1.79 ,7.55 ,1.14 ,6.68 ,1.55 ,1.32 ,0.65 ,6.64 ,1.62 ,1.77 ,1.07 
Expanded,LightMusic16,Music,1145,H,5.14 ,1.70 ,6.68 ,1.62 ,6.82 ,1.97 ,1.91 ,1.23 ,6.36 ,2.01 ,1.64 ,1.00 
Expanded,Documentary9,Sound Effect,1146,H,4.36 ,1.43 ,5.73 ,1.42 ,6.05 ,1.70 ,2.95 ,2.08 ,3.95 ,2.06 ,3.09 ,2.35 
Expanded,Pops17,Music,1148,H,4.17 ,1.69 ,5.88 ,1.62 ,4.71 ,2.14 ,2.58 ,2.02 ,4.08 ,2.26 ,2.38 ,2.14 
Expanded,Mystery BGM9,Sound Effect,1149,H,4.58 ,1.77 ,7.00 ,0.98 ,5.75 ,2.17 ,1.92 ,1.21 ,4.63 ,2.24 ,2.38 ,1.56 
Expanded,LightMusic17,Music,1155,S,2.42 ,1.61 ,7.04 ,1.46 ,6.63 ,1.53 ,1.50 ,1.14 ,3.46 ,1.72 ,4.46 ,2.26 
Expanded,BGM17,Music,1156,U,4.41 ,2.36 ,6.64 ,1.59 ,5.55 ,2.04 ,3.36 ,1.92 ,3.23 ,1.63 ,3.95 ,2.40 
Expanded,BGM18,Music,1157,FS,2.95 ,1.33 ,5.86 ,1.58 ,4.86 ,2.03 ,4.32 ,2.17 ,2.86 ,1.93 ,5.18 ,2.32 
Expanded,BGM19,Music,1158,S,3.08 ,1.74 ,5.54 ,1.56 ,5.75 ,1.80 ,3.08 ,1.47 ,2.88 ,1.65 ,4.67 ,2.35 
Expanded,Forest2,Nature,1159,H,3.32 ,1.96 ,6.91 ,1.38 ,5.91 ,2.07 ,1.86 ,1.21 ,4.95 ,1.73 ,2.50 ,1.68 
Expanded,Suspense Thriller9,Sound Effect,1160,F,3.45 ,1.71 ,4.50 ,1.19 ,4.41 ,2.02 ,5.09 ,2.33 ,2.59 ,2.02 ,3.23 ,2.20 
Expanded,Suspense Thriller10,Sound Effect,1160_b,F,3.71 ,1.40 ,4.50 ,1.29 ,4.71 ,2.14 ,4.29 ,2.39 ,2.46 ,1.47 ,3.17 ,1.88 
Expanded,LightMusic18,Music,1161,H,3.46 ,1.28 ,6.42 ,1.10 ,5.46 ,2.04 ,2.08 ,1.47 ,4.75 ,1.89 ,2.92 ,2.55 
Expanded,LightMusic19,Music,1162,H,3.41 ,2.11 ,7.55 ,1.14 ,6.09 ,1.51 ,1.68 ,0.99 ,4.64 ,1.87 ,2.45 ,1.34 
Expanded,LightMusic20,Music,1162_b,H,3.32 ,1.94 ,7.23 ,1.34 ,5.68 ,1.86 ,1.64 ,1.14 ,4.50 ,2.04 ,3.00 ,1.90 
Expanded,BGM20,Music,1163,H,5.08 ,1.89 ,6.00 ,1.50 ,5.83 ,1.95 ,2.25 ,1.62 ,5.13 ,2.15 ,1.50 ,0.98 
Expanded,Fantasy4,Sound Effect,1164,U,3.14 ,1.39 ,5.68 ,1.36 ,5.68 ,1.91 ,2.77 ,1.48 ,3.09 ,2.04 ,3.05 ,2.01 
Expanded,Documentary10,Sound Effect,1165,H,3.27 ,2.16 ,7.05 ,1.13 ,5.77 ,2.16 ,2.45 ,1.22 ,4.82 ,1.97 ,2.86 ,1.73 
Expanded,Documentary11,Sound Effect,1165_b,HS,3.14 ,1.73 ,6.55 ,1.77 ,6.64 ,1.81 ,2.73 ,2.07 ,3.82 ,1.94 ,3.86 ,2.46 
Expanded,BGM21,Music,1166,H,3.54 ,1.47 ,5.54 ,1.28 ,5.54 ,1.82 ,3.08 ,2.12 ,3.92 ,2.08 ,2.63 ,2.04 
Expanded,Ballade6,Music,1167,HS,3.08 ,2.02 ,6.67 ,1.66 ,6.67 ,1.43 ,1.79 ,1.10 ,4.21 ,2.19 ,3.67 ,2.18 
Expanded,Suspense Thriller11,Sound Effect,1168,F,3.59 ,1.68 ,4.91 ,1.23 ,4.73 ,1.64 ,4.00 ,2.27 ,3.05 ,2.10 ,3.32 ,1.78 
Expanded,BGM22,Music,1169,H,4.55 ,2.04 ,6.45 ,1.47 ,5.00 ,1.88 ,3.09 ,2.16 ,4.36 ,1.71 ,2.59 ,1.71 
Expanded,LightMusic21,Music,1170,H,4.09 ,2.02 ,6.73 ,1.12 ,5.23 ,2.02 ,2.55 ,1.82 ,4.23 ,1.88 ,3.00 ,1.75 
Expanded,LightMusic22,Music,1170_b,HS,2.83 ,1.27 ,7.13 ,1.42 ,5.58 ,2.43 ,1.79 ,1.25 ,3.50 ,2.04 ,2.79 ,1.74 
Expanded,LightMusic23,Music,1171,S,3.88 ,1.96 ,6.83 ,1.37 ,5.54 ,1.79 ,2.67 ,1.69 ,2.83 ,1.40 ,4.50 ,2.21 
Expanded,Documentary12,Sound Effect,1172,F,4.95 ,1.70 ,4.77 ,1.51 ,4.86 ,1.86 ,4.41 ,2.38 ,3.14 ,2.12 ,3.18 ,2.46 
Expanded,Documentary13,Sound Effect,1173,FS,3.77 ,1.80 ,4.00 ,1.51 ,4.86 ,2.19 ,5.23 ,2.67 ,2.23 ,1.31 ,4.09 ,2.41 
Expanded,BGM23,Music,1174,U,4.05 ,1.79 ,5.59 ,1.22 ,5.27 ,1.72 ,3.18 ,1.84 ,3.64 ,2.04 ,3.00 ,1.98 
Expanded,BGM25,Music,1176,H,3.00 ,1.72 ,6.67 ,1.52 ,5.13 ,2.21 ,2.63 ,2.18 ,4.38 ,1.95 ,2.67 ,2.41 
Expanded,BGM24,Music,1177,H,3.36 ,1.79 ,7.64 ,1.36 ,6.00 ,2.20 ,1.50 ,0.74 ,5.55 ,1.97 ,3.09 ,2.11 
Expanded,Documentary14,Sound Effect,1178,H,3.32 ,1.99 ,6.95 ,1.46 ,5.77 ,1.85 ,2.41 ,1.37 ,4.36 ,2.15 ,3.68 ,2.48 
